YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 01 00 194  4.5  5.7  0.67  6.25  5.38  41 1025.4   9.7  12.5   3.3 99.0 99.00
2004 01 01 01 196  7.4  8.8  0.64  5.88  5.43  35 1025.0  10.5  12.2   4.2 99.0 99.00
2004 01 01 02 211  7.9  9.2  0.69  5.88  4.02  40 1025.1  10.7  12.1   5.1 99.0 99.00
2004 01 01 03 218  9.0 10.5  0.85  3.33  3.84 211 1024.7  10.9  12.1   3.9 99.0 99.00
2004 01 01 04 218  9.2 10.6  0.96  3.85  3.80 215 1024.0  11.0  12.0   4.9 99.0 99.00
2004 01 01 05 228  8.7 10.1  0.98  4.17  3.84 213 1023.3  11.0  11.8   5.3 99.0 99.00
2004 01 01 06 245  8.2  9.3  1.04  4.35  3.95 221 1023.6  10.6  11.7   6.0 99.0 99.00
2004 01 01 07 242  8.3  9.7  0.97  4.17  3.90 223 1023.5  11.0  11.4   4.5 99.0 99.00
2004 01 01 08 248  7.7  9.2  0.92  4.17  3.82 225 1023.5  10.6  11.3   4.9 99.0 99.00
2004 01 01 09 251  7.2  8.7  0.79  3.85  3.71 232 1023.4  11.0  11.3   4.1 99.0 99.00
2004 01 01 10 265  7.2  8.5  0.76  3.85  3.77 235 1023.7  10.5  11.3   3.9 99.0 99.00
2004 01 01 11 296  7.1  9.0  0.79  3.57  3.63 247 1024.8  10.2  11.0   2.3 99.0 99.00
2004 01 01 12 320  5.8  6.7  0.74  3.57  3.63 244 1025.6   9.5  10.6   3.4 99.0 99.00
2004 01 01 13 327  4.7  5.7  0.63  3.45  3.63 254 1026.6  10.1  10.9   4.4 99.0 99.00
2004 01 01 14 347  4.8  5.7  0.54  3.45  3.67 241 1027.5  10.5  10.6   3.5 99.0 99.00
2004 01 01 15 353  3.4  4.1  0.52  3.23  3.68 288 1028.9  11.0  10.6   4.5 99.0 99.00
2004 01 01 16 360  5.2  6.5  0.52  3.70  3.63 341 1028.8  11.4  10.6   4.2 99.0 99.00
2004 01 01 17   3  6.3  7.7  0.65  4.17  3.71   5 1027.5  11.3  10.9   3.2 99.0 99.00
2004 01 01 18 352  5.3  6.8  0.84  4.76  4.06  16 1026.8  10.9  10.9   4.6 99.0 99.00
2004 01 01 19  15  4.9  6.2  0.95  5.26  4.32  17 1026.8  11.0  10.9   3.8 99.0 99.00
2004 01 01 20   8  3.9  4.8  0.94  5.26  4.36  16 1027.3  11.0  10.9   2.0 99.0 99.00
2004 01 01 21  12  2.8  3.6  0.85  5.26  4.37  15 1027.3  10.9  10.9   2.5 99.0 99.00
2004 01 01 22  14  1.8  2.3  0.81  5.00  4.37  15 1027.4  10.6  10.8   3.4 99.0 99.00
2004 01 01 23 358  1.1  1.3  0.64  5.00  4.19  28 1027.4  10.5  10.6   2.5 99.0 99.00
2004 01 02 00 252  2.0  2.4  0.71  4.76  4.28  22 1027.7  10.1  10.6   5.9 99.0 99.00
2004 01 02 01 276  2.0  2.3  0.62  4.76  4.25  35 1027.7   9.7  10.6   6.1 99.0 99.00
2004 01 02 02 286  2.1  2.3  0.56  4.35  4.25  36 1028.2   9.5  10.3   5.9 99.0 99.00
2004 01 02 03 301  2.3  2.7  0.51  4.35  4.34  46 1028.3   9.4  10.3   6.8 99.0 99.00
2004 01 02 04 224  0.2  0.6  0.51  4.76  4.37  50 1027.5   9.4  10.3   6.5 99.0 99.00
2004 01 02 05 136  0.7  1.4  0.50  4.55  4.55  49 1026.7   9.4  10.3   6.9 99.0 99.00
2004 01 02 06 182  1.4  1.6  0.50  4.55  4.66  51 1025.8   9.7  10.2   7.3 99.0 99.00
2004 01 02 07 151  3.7  4.1  0.52  4.76  4.93  40 1025.7  11.0  10.2   5.7 99.0 99.00
2004 01 02 08 129  3.1  3.5  0.54  5.88  5.04  35 1025.7  11.3  10.2   5.6 99.0 99.00
2004 01 02 09 116  3.4  4.0  0.57  5.56  4.93  45 1025.1  11.5  10.2   6.3 99.0 99.00
2004 01 02 10 128  3.3  4.0  0.54  4.76  4.97  44 1024.4  11.5  10.2   7.0 99.0 99.00
2004 01 02 11 126  4.6  5.5  0.53  5.26  4.71  55 1023.5  11.7  10.3   6.8 99.0 99.00
2004 01 02 12 142  3.9  4.6  0.50  5.88  4.52  59 1023.1  11.7  10.3   7.9 99.0 99.00
2004 01 02 13 158  4.1  4.7  0.46  5.88  4.52  72 1022.9  11.8  10.3   9.1 99.0 99.00
2004 01 02 14 221  5.0  5.7  0.47  5.56  4.74  66 1023.8  11.8  10.3   8.9 99.0 99.00
2004 01 02 15 230  5.1  5.8  0.42  5.56  5.09  63 1025.0  11.3  10.2   8.4 99.0 99.00
2004 01 02 16 218  4.1  5.1  0.49  6.25  4.03  64 1024.2  11.0  10.2   7.0 99.0 99.00
2004 01 02 17 206  6.8  8.0  0.51  3.03  3.85 190 1022.0  11.3  10.2   6.9 99.0 99.00
2004 01 02 18 204  8.3  9.7  0.67  3.45  3.67 198 1019.8  11.4  10.2   7.2 99.0 99.00
2004 01 02 19 219  5.9  7.1  0.73  3.85  3.84 196 1020.4  11.7  10.3   7.8 99.0 99.00
2004 01 02 20 241  5.8  6.6  0.90  4.55  4.03 174 1020.5  11.1  10.3   6.7 99.0 99.00
2004 01 02 21 233  4.2  4.8  0.93  4.76  4.17 176 1020.5  11.2  10.3   7.0 99.0 99.00
2004 01 02 22 217  4.8  5.6  0.80  4.55  4.12 182 1020.5  11.7  10.2   6.8 99.0 99.00
2004 01 02 23 191  3.1  3.4  0.72  4.55  4.19 180 1020.7  11.1  10.2   7.8 99.0 99.00
2004 01 03 00 197  3.1  3.6  0.65  4.76  4.26 171 1020.6  11.7  10.2   7.9 99.0 99.00
2004 01 03 01 209  3.0  3.5  0.61  4.55  4.42 176 1020.5  11.4  10.2   8.3 99.0 99.00
2004 01 03 02 217  4.5  5.1  0.64  4.55  4.33 178 1020.6  11.6  10.2   8.6 99.0 99.00
2004 01 03 03 229  4.1  4.6  0.61  5.00  4.26 172 1021.2  11.4  10.2   8.4 99.0 99.00
2004 01 03 04 209  4.2  5.0  0.54  4.55  4.48 174 1020.9  11.4  10.2   8.6 99.0 99.00
2004 01 03 05 214  3.7  4.3  0.56  4.35  4.38 176 1020.5  11.4  10.2   8.2 99.0 99.00
2004 01 03 06 194  3.2  3.8  0.56  4.35  4.49 173 1019.7  11.3  10.2   8.4 99.0 99.00
2004 01 03 07 211  4.4  5.3  0.56  5.00  4.21 167 1019.7  11.3  10.2   8.0 99.0 99.00
2004 01 03 08 220  5.9  7.0  0.59  4.76  4.17 167 1019.5  11.6  10.2   7.4 99.0 99.00
2004 01 03 09 204  5.3  6.1  0.66  4.76  4.06 166 1019.0  11.4  10.2   7.4 99.0 99.00
2004 01 03 10 209  4.9  5.7  0.65  5.26  4.15 166 1019.4  11.4  10.2   7.7 99.0 99.00
2004 01 03 11 204  5.2  7.0  0.63  5.26  4.17 168 1019.3  11.5  10.3   7.9 99.0 99.00
2004 01 03 12 206  7.0  9.6  0.58  5.26  4.11 166 1019.3  11.7  10.2   7.6 99.0 99.00
2004 01 03 13 204  7.2  8.2  0.67  5.26  3.94 177 1019.4  11.4  10.3   7.3 99.0 99.00
2004 01 03 14 211  7.7  8.9  0.78  4.35  3.99 173 1019.5  11.6  10.2   7.7 99.0 99.00
2004 01 03 15 213  8.4  9.6  0.84  4.17  3.95 177 1019.7  11.8  10.2   8.4 99.0 99.00
2004 01 03 16 218  8.9 10.5  1.00  4.17  4.07 181 1019.0  11.7  10.2   8.3 99.0 99.00
2004 01 03 17 219  8.7 10.1  0.97  4.76  4.08 176 1018.0  11.4  10.2   8.4 99.0 99.00
2004 01 03 18 218  8.3  9.9  1.02  5.00  4.04 182 1016.9  11.7  10.2   8.9 99.0 99.00
2004 01 03 19 217  6.6  7.5  1.01  4.76  4.11 178 1016.6  11.7  10.2   9.4 99.0 99.00
2004 01 03 20 209  5.8  6.7  0.90  5.00  4.17 175 1016.6  12.0  10.2   9.9 99.0 99.00
