YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 03 17 00 00 142  3.1  3.9  0.60  6.25  5.09 333 9999.0  10.2 999.0 999.0 99.0 99.00
2006 03 17 01 00 163  2.8  3.2 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2006 03 17 02 00 145  2.1  2.5  0.53  5.56  5.07 101 9999.0  10.3 999.0 999.0 99.0 99.00
2006 03 17 03 00 148  2.3  2.9  0.55  5.00  4.94  89 9999.0  10.3 999.0 999.0 99.0 99.00
2006 03 17 04 00 122  2.3  3.2  0.46  5.56  5.12 113 1016.5  10.6 999.0 999.0 99.0 99.00
2006 03 17 05 00 132  2.3  2.7  0.44  5.56  5.10 118 1015.9  10.5 999.0 999.0 99.0 99.00
2006 03 17 06 00 128  2.9  3.3  0.44  5.88  5.20 127 1015.7  10.6 999.0 999.0 99.0 99.00
2006 03 17 07 00 133  2.2  2.5  0.43  5.56  5.11 134 1015.0  10.6 999.0 999.0 99.0 99.00
2006 03 17 08 00  91  1.1  1.5  0.44  5.56  4.93 144 1014.7  10.3 999.0 999.0 99.0 99.00
2006 03 17 09 00  53  4.4  5.2  0.40  8.33  4.85  54 1014.2  10.5 999.0 999.0 99.0 99.00
2006 03 17 10 00  73  4.9  5.5  0.40  5.00  4.85  82 1013.6  10.5 999.0 999.0 99.0 99.00
2006 03 17 11 00  76  5.7  6.7  0.39  5.56  4.48  95 1013.5  10.5 999.0 999.0 99.0 99.00
2006 03 17 12 00  69  5.7  6.6  0.50  2.63  3.80 263 1013.5  10.6 999.0 999.0 99.0 99.00
2006 03 17 13 00  52  4.9  6.3  0.49  3.03  3.72  62 1014.3  10.6 999.0 999.0 99.0 99.00
2006 03 17 14 00  67  4.3  5.4  0.53  2.78  3.66  56 1014.8   0.0 999.0 999.0 99.0 99.00
2006 03 17 15 00  40  7.7  8.8  0.57  2.94  3.70  52 1014.1  10.5 999.0 999.0 99.0 99.00
2006 03 17 16 00  40  9.0 10.9  0.68  2.78  3.47  42 1013.5   9.7 999.0 999.0 99.0 99.00
2006 03 17 17 00  45  8.5 10.2  0.85  3.70  3.59  52 1013.5  10.2 999.0 999.0 99.0 99.00
