#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 12 31 23 50 322  6.0  8.2  0.93  7.14  4.30  98 1026.8   5.6  11.2  -1.4 99.0 99.00
2015 01 01 00 50 328  5.5  7.0  0.86  7.69  4.41 105 1026.6   5.5  11.1  -2.0 99.0 99.00
2015 01 01 01 50 328  5.1  7.2  0.80  7.69  4.16 105 1026.6   5.1  11.0  -2.4 99.0 99.00
2015 01 01 02 50 320  4.4  5.6  0.74  7.69  4.40  98 1026.4   5.4  10.9  -3.3 99.0 99.00
2015 01 01 03 50 286  4.8  5.9  0.69  7.69  4.50 111 1026.0   5.5  10.9  -3.1 99.0 99.00
2015 01 01 04 50 262  6.3  9.8  0.68  7.69  4.60 103 1025.4   6.1  11.0  -2.8 99.0 99.00
2015 01 01 05 50 270  8.1 10.6  0.68  7.69  4.07 100 1025.0   6.3  10.9  -2.7 99.0 99.00
2015 01 01 06 50 291  9.5 11.8  0.82  3.45  3.86 286 1024.9   6.3  11.4  -3.9 99.0 99.00
2015 01 01 07 50 281 10.6 12.8  1.03  4.35  4.00 296 1024.7   6.7  11.6  -3.4 99.0 99.00
2015 01 01 08 50 285 11.4 13.6  1.24  5.00  4.26 287 1024.1   6.9  11.8  -3.3 99.0 99.00
2015 01 01 09 50 277  9.7 12.3  1.50  5.56  4.37 286 1023.7   6.6  11.8  -2.6 99.0 99.00
2015 01 01 10 50 282 10.2 12.3  1.42  5.26  4.43 283 1024.4   6.4  11.7  -2.8 99.0 99.00
2015 01 01 11 50 282  9.5 10.8  1.36  5.26  4.44 280 1024.8   5.9  11.7  -3.3 99.0 99.00
2015 01 01 12 50 279  8.3 10.1  1.30  5.26  4.12 294 1025.9   5.9  11.7  -3.1 99.0 99.00
2015 01 01 13 50 279  9.0 10.7  1.24  5.00  4.14 287 1026.0   6.1  11.5  -5.2 99.0 99.00
2015 01 01 14 50 284  8.3 10.2  1.25  5.00  4.25 292 1026.2   6.1  11.3  -5.2 99.0 99.00
2015 01 01 15 50 284  8.1  9.9  1.21  4.76  4.18 281 1025.6   6.2  11.5  -3.9 99.0 99.00
2015 01 01 16 50 275  7.0  8.6  1.16  4.76  4.19 286 1024.6   6.3  11.7  -3.2 99.0 99.00
2015 01 01 17 50 263  6.8  8.8  1.03  5.26  4.09 299 1023.1   6.7  11.6  -3.0 99.0 99.00
2015 01 01 18 50 249  7.9  9.6  0.92  4.76  3.90 283 1022.1   7.2  11.5  -2.2 99.0 99.00
2015 01 01 19 50 233  9.5 11.5  0.99  4.76  3.91 290 1021.6   7.9  11.7  -0.9 99.0 99.00
2015 01 01 20 50 233 10.1 12.6  0.99  4.76  3.79 285 1021.2   8.5  11.6   0.8 99.0 99.00
2015 01 01 21 50 229 11.1 13.4  1.23  4.35  3.90 254 1020.7   9.2  11.4   0.9 99.0 99.00
2015 01 01 22 50 245 12.4 15.0  1.45  4.76  4.16 249 1021.2   9.7  11.2   0.9 99.0 99.00
2015 01 01 23 50 243 12.0 14.8  1.74  5.26  4.45 245 1021.6   9.9  11.0   1.8 99.0 99.00
2015 01 02 00 50 243 11.4 13.6  1.58  5.56  4.46 249 1021.6   9.8  11.0   2.4 99.0 99.00
2015 01 02 01 50 239 12.1 14.7  1.57  5.56  4.47 239 1021.7  10.0  10.9   2.8 99.0 99.00
2015 01 02 02 50 242 12.5 14.8  1.93  5.88  4.78 224 1022.2  10.2  10.9   3.1 99.0 99.00
2015 01 02 03 50 244 11.4 13.5  1.74  5.56  4.77 223 1022.3  10.3  10.9   3.5 99.0 99.00
2015 01 02 04 50 240 11.5 13.9  1.62  5.00  4.55 234 1022.2  10.4  10.9   4.1 99.0 99.00
2015 01 02 05 50 240 12.4 14.9  1.69  5.26  4.60 225 1021.5  10.4  10.9   4.1 99.0 99.00
2015 01 02 06 50 239 12.0 14.1  1.47  5.26  4.44 223 1021.6  10.5  10.9   4.6 99.0 99.00
2015 01 02 07 50 239 11.1 13.8  1.59  5.56  4.53 217 1021.5  10.6  11.0   5.0 99.0 99.00
2015 01 02 08 50 244 11.9 14.2  1.70  5.26  4.59 225 1021.4  10.8  11.0   5.3 99.0 99.00
2015 01 02 09 50 254 10.2 12.4  1.69  5.26  4.46 232 1021.5  10.7  11.0   5.2 99.0 99.00
2015 01 02 10 50 261  9.0 10.6  1.54  5.26  4.48 233 1022.1  10.5  11.0   5.1 99.0 99.00
2015 01 02 11 50 270  8.6 10.8  1.44  5.26  4.29 229 1023.3  10.4  11.0   4.7 99.0 99.00
2015 01 02 12 50 268  7.7  8.7  1.20  5.00  4.03 232 1024.1  10.0  10.9   4.5 99.0 99.00
2015 01 02 13 50 276  7.2  8.6  1.05  4.76  3.94 229 1025.1  10.0  11.0   3.9 99.0 99.00
2015 01 02 14 50 287  6.6  8.0  1.02  4.55  3.94 235 1025.9   9.9  11.0   3.5 99.0 99.00
2015 01 02 15 50 300  6.4  7.6  0.90  4.55  3.78 224 1025.8   9.6  11.0   2.7 99.0 99.00
2015 01 02 16 50 308  5.8  7.0  0.83  5.00  3.84 187 1025.2   9.5  11.0   2.8 99.0 99.00
2015 01 02 17 50 318  4.8  5.7  0.74  5.26  3.75 185 1025.1   9.3  11.1   3.1 99.0 99.00
2015 01 02 18 50 313  4.2  4.8  0.73  5.26  3.91 183 1025.6   9.2  11.2   3.6 99.0 99.00
2015 01 02 19 50 317  2.0  3.5  0.69  5.26  3.96 187 1025.6   9.2  11.2   2.6 99.0 99.00
2015 01 02 20 50 316  2.9  3.7  0.68  5.00  3.95 186 1026.3   9.3  11.2   2.3 99.0 99.00
2015 01 02 21 50 322  2.7  3.5  0.65  5.00  3.95 192 1027.2   9.4  11.3   0.9 99.0 99.00
2015 01 02 22 50 327  2.8  3.5  0.59  4.55  4.01 178 1027.7   9.5  11.2   0.9 99.0 99.00
2015 01 02 23 50 354  3.2  4.2  0.53  4.76  3.98 177 1028.1   9.6  11.2   0.5 99.0 99.00
2015 01 03 00 50 358  1.9  2.3  0.45  5.00  4.03 172 1028.7   9.6  11.2   1.0 99.0 99.00
2015 01 03 01 50   1  3.3  4.0  0.42  4.76  4.22 175 1029.3   9.7  11.1   1.2 99.0 99.00
2015 01 03 02 50  20  4.1  5.1  0.40  5.00  4.40 162 1029.3   9.7  11.1   1.0 99.0 99.00
2015 01 03 03 50  21  5.5  6.6  0.43  5.00  4.17 182 1029.1  10.0  11.1   0.1 99.0 99.00
2015 01 03 04 50  33  5.5  6.7  0.48  5.00  3.66 135 1029.5  10.1  11.1   1.0 99.0 99.00
2015 01 03 05 50  43  6.2  7.5  0.50  4.76  3.50  49 1030.0  10.3  11.1   1.9 99.0 99.00
2015 01 03 06 50  55  6.5  7.6  0.50  2.94  3.52  24 1030.1  10.7  11.1   1.8 99.0 99.00
2015 01 03 07 50  58  7.4  9.1  0.62  3.33  3.65  32 1030.1  10.9  11.1   2.3 99.0 99.00
2015 01 03 08 50  63  7.4  9.1  0.73  3.70  3.68  37 1030.1  11.1  11.1   3.8 99.0 99.00
2015 01 03 09 50  78  7.3  8.6  0.75  4.55  3.78  34 1030.0  11.3  11.2   3.5 99.0 99.00
2015 01 03 10 50  83  7.7  9.0  0.77  4.35  3.86  39 1029.9  11.4  11.2   4.3 99.0 99.00
2015 01 03 11 50  75  6.6  7.7  0.78  4.17  3.87  42 1030.5  11.6  11.2   6.1 99.0 99.00
2015 01 03 12 50  77  7.8  9.3  0.82  4.76  3.84  43 1029.9  11.7  11.2   7.2 99.0 99.00
2015 01 03 13 50  76  8.1  9.9  1.00  4.55  4.02  51 1030.5  11.5  11.2   8.5 99.0 99.00
2015 01 03 14 50  73  8.1  9.9  1.11  5.00  4.19  67 1030.1  11.9  11.4   9.6 99.0 99.00
2015 01 03 15 50  70  7.4  8.6  1.32  5.26  4.36  67 1029.6  12.5  11.4  10.6 99.0 99.00
2015 01 03 16 50  70  6.9  8.1  1.12  5.26  4.35  70 1027.9  12.7  11.3  11.2 99.0 99.00
2015 01 03 17 50  72  4.9  6.3  1.18  5.26  4.37  64 1026.9  13.1  11.3  11.9 99.0 99.00
2015 01 03 18 50 145  4.7  5.9  1.00  5.26  4.14  51 1025.9  15.2  11.3  14.0 99.0 99.00
2015 01 03 19 50 145  6.2  7.9  1.17  5.00  4.18 104 1024.8  15.8  11.3  14.9 99.0 99.00
2015 01 03 20 50 148  8.4  9.3  1.34  5.26  4.38  94 1023.7  17.0  11.4  15.7 99.0 99.00
2015 01 03 21 50 153  7.8  9.2  1.49  5.56  4.59 120 1023.4  17.2  11.4  16.5 99.0 99.00
2015 01 03 22 50 165  7.2  8.2  1.66  5.88  4.79 125 1022.7  17.2  11.5  16.9 99.0 99.00
2015 01 03 23 50 184  8.5  9.6  1.89  5.88  5.01 133 1022.6  17.9  11.5  17.2 99.0 99.00
