#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 12 31 23 50  36  6.9  8.0  1.22  8.33  4.70 116 1019.1  12.8  16.2 999.0 99.0 99.00
2016 01 01 00 50  27  7.9  9.5  1.22  9.09  4.56 105 1019.0  12.8  16.1 999.0 99.0 99.00
2016 01 01 01 50  45  5.9  7.2  1.20 10.81  4.74  70 1019.5  13.1  16.2 999.0 99.0 99.00
2016 01 01 02 50  34  5.7  6.7  1.18 10.81  4.88  73 1019.6  13.3  16.3 999.0 99.0 99.00
2016 01 01 03 50  38  5.2  6.5  1.17 10.81  4.91  75 1018.9  13.4  16.3 999.0 99.0 99.00
2016 01 01 04 50  30  5.4  6.9  1.07 10.81  5.01  74 1018.0  13.4  16.2 999.0 99.0 99.00
2016 01 01 05 50  18  6.3  7.9  1.00 10.81  4.93  79 1017.9  13.4  16.3 999.0 99.0 99.00
2016 01 01 06 50  28  5.4  6.6  0.95  8.33  4.98 140 1017.9  13.2  16.2 999.0 99.0 99.00
2016 01 01 07 50  24  5.4  7.4  0.96 10.81  4.94  74 1018.2  13.3  16.2 999.0 99.0 99.00
2016 01 01 08 50  20  7.2  8.8  1.02 10.81  4.87  76 1018.1  13.1  16.2 999.0 99.0 99.00
2016 01 01 09 50  20  7.7  9.6  1.12 10.00  4.77  74 1018.0  12.9  16.2 999.0 99.0 99.00
2016 01 01 10 50  22  9.6 11.6  1.14 10.81  4.57  70 1018.1  12.1  16.2 999.0 99.0 99.00
2016 01 01 11 50  24  8.0  9.8  1.22  4.55  4.37  27 1018.8  11.7  16.2 999.0 99.0 99.00
2016 01 01 12 50  16  9.3 11.0  1.25  4.76  4.21  23 1018.9  11.0  16.2 999.0 99.0 99.00
2016 01 01 13 50  20  8.5 10.0  1.38 10.00  4.49  65 1019.1  10.7  16.2 999.0 99.0 99.00
2016 01 01 14 50  25  7.1  8.3  1.44  4.76  4.60  24 1019.7  10.6  16.1 999.0 99.0 99.00
2016 01 01 15 50  15  7.3  9.2  1.35 10.00  4.75  70 1019.1  10.6  16.0 999.0 99.0 99.00
2016 01 01 16 50   4  6.4  8.1  1.34  5.26  4.80  27 1018.7  10.3  16.0 999.0 99.0 99.00
2016 01 01 17 50   3  6.6  8.0  1.32  5.88  4.86  15 1017.9  10.1  16.0 999.0 99.0 99.00
2016 01 01 18 50 347  5.7  7.7  1.21  5.26  4.77  20 1017.7   9.9  16.0 999.0 99.0 99.00
2016 01 01 19 50 344  5.3  7.6  1.18  5.88  4.84  35 1018.0   9.9  15.9 999.0 99.0 99.00
2016 01 01 20 50 331  4.1  5.9  1.10  5.56  4.77  27 1018.1   9.8  15.9 999.0 99.0 99.00
2016 01 01 21 50 315  4.8  6.2  1.00  6.25  4.71  40 1018.2   9.9  15.9 999.0 99.0 99.00
2016 01 01 22 50 306  4.8  6.0  1.04  5.56  4.82  24 1018.3  10.1  15.9 999.0 99.0 99.00
2016 01 01 23 50 306  5.9  7.3  0.96  5.88  4.77  42 1019.1  10.7  15.9 999.0 99.0 99.00
2016 01 02 00 50 296  6.7  8.9  0.97  7.14  4.52 128 1019.1  10.8  15.9 999.0 99.0 99.00
2016 01 02 01 50 298  6.3  8.9  1.00  9.09  4.37 106 1018.6  11.0  15.9 999.0 99.0 99.00
2016 01 02 02 50 307  7.1  8.7  1.04  5.56  4.42  29 1018.7  11.2  15.9 999.0 99.0 99.00
2016 01 02 03 50 318  7.7 10.2  1.06  5.26  4.10  26 1018.6  11.2  15.9 999.0 99.0 99.00
2016 01 02 04 50 324  7.3  9.1  1.08  5.26  4.22  30 1018.5  11.0  15.9 999.0 99.0 99.00
2016 01 02 05 50 333  7.4  9.8  1.12  4.00  4.23 339 1018.4  10.9  15.9 999.0 99.0 99.00
2016 01 02 06 50 340  7.8 10.1  1.12  4.35  4.15 347 1018.5  10.3  15.9 999.0 99.0 99.00
2016 01 02 07 50 355  8.5 10.6  1.21  4.55  4.21 357 1018.7   9.6  15.9 999.0 99.0 99.00
2016 01 02 08 50 356  8.1 10.0  1.21  4.55  4.14 357 1018.8   9.0  15.9 999.0 99.0 99.00
2016 01 02 09 50 353  9.0 11.7  1.29  5.00  4.19   5 1018.9   8.4  15.8 999.0 99.0 99.00
2016 01 02 10 50 357  8.4 10.7  1.28  5.00  4.16   6 1019.6   8.0  15.8 999.0 99.0 99.00
2016 01 02 11 50 349  7.7  9.9  1.31  5.00  4.27   7 1020.3   7.8  15.8 999.0 99.0 99.00
2016 01 02 12 50 350  7.8  9.7  1.41  5.56  4.40  16 1020.9   7.9  15.8 999.0 99.0 99.00
2016 01 02 13 50 347  7.5  9.1  1.35  5.56  4.54   1 1021.5   8.1  15.8 999.0 99.0 99.00
2016 01 02 14 50 348  7.2  9.2  1.41  5.26  4.62  13 1022.1   8.3  15.8 999.0 99.0 99.00
2016 01 02 15 50 339  6.1  8.2  1.23  6.67  4.55  20 1022.0   8.1  15.8 999.0 99.0 99.00
2016 01 02 16 50 327  5.5  7.8  1.29  5.88  4.62  18 1021.1   8.3  15.8 999.0 99.0 99.00
