YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 01 01 00 255 12.4 16.0  2.17  6.25  4.84 999 1009.9   1.3   7.1 999.0 99.0 99.00
2002 01 01 01 257 12.3 15.2  2.07  6.25  4.94 999 1010.8   1.3   7.0 999.0 99.0 99.00
2002 01 01 02 258 12.5 15.8  2.33  6.25  5.11 999 1010.9   1.2   7.0 999.0 99.0 99.00
2002 01 01 03 257 13.2 16.7  2.53  6.67  5.29 999 1010.9   1.2   7.1 999.0 99.0 99.00
2002 01 01 04 267 12.4 15.2  2.43  5.88  5.14 999 1010.9   0.9   7.1 999.0 99.0 99.00
2002 01 01 05 267 12.2 14.9  2.58  6.67  5.31 999 1010.9   0.5   7.1 999.0 99.0 99.00
2002 01 01 06 274 10.7 13.0  2.37  7.14  5.23 999 1011.3   0.2   7.1 999.0 99.0 99.00
2002 01 01 07 271 10.5 13.3  2.41  6.67  5.21 999 1011.8   0.1   7.1 999.0 99.0 99.00
2002 01 01 08 274 10.1 12.9  2.33  7.14  5.21 999 1012.3   0.0   7.1 999.0 99.0 99.00
2002 01 01 09 273  9.6 11.6  2.01  6.67  5.01 999 1011.9  -0.4   7.0 999.0 99.0 99.00
2002 01 01 10 268 10.0 11.9  2.07  5.88  5.01 999 1011.8  -0.3   7.0 999.0 99.0 99.00
2002 01 01 11 271  9.6 12.1  1.85  6.67  4.76 999 1011.9  -0.4   7.1 999.0 99.0 99.00
2002 01 01 12 268 10.3 12.5  1.88  6.25  4.85 999 1011.9  -0.7   7.1 999.0 99.0 99.00
2002 01 01 13 279  9.9 13.2  1.75  5.88  4.77 999 1012.3  -0.6   7.0 999.0 99.0 99.00
2002 01 01 14 271  9.4 12.3  1.55  5.88  4.60 999 1012.6  -0.4   7.0 999.0 99.0 99.00
2002 01 01 15 270 10.5 13.4  1.65  5.26  4.66 999 1012.2  -0.4   7.0 999.0 99.0 99.00
2002 01 01 16 270 10.7 13.3  1.67  5.26  4.49 999 1011.1  -0.5   7.0 999.0 99.0 99.00
2002 01 01 17 276 10.4 13.8  1.74  5.56  4.58 999 1010.2  -0.6   7.0 999.0 99.0 99.00
2002 01 01 18 276 11.4 14.1  1.66  5.56  4.60 999 1009.5  -0.3   7.0 999.0 99.0 99.00
2002 01 01 19 280 12.1 16.0  1.94  5.88  4.61 999 1009.4  -0.6   7.1 999.0 99.0 99.00
2002 01 01 20 281 13.0 16.2  2.13  5.88  4.82 999 1009.9  -0.4   7.1 999.0 99.0 99.00
2002 01 01 21 281 14.8 18.5  2.27  6.25  4.83 999 1010.2  -0.4   7.1 999.0 99.0 99.00
2002 01 01 22 286 13.8 17.8  2.29  6.25  4.90 999 1011.0  -0.7   7.1 999.0 99.0 99.00
2002 01 01 23 301 12.4 16.2  2.47  6.67  5.20 999 1012.4  -1.2   7.1 999.0 99.0 99.00
2002 01 02 00 294 12.6 15.5  2.37  6.25  5.17 999 1012.5  -1.4   7.1 999.0 99.0 99.00
2002 01 02 01 283 11.2 15.0  2.06  6.25  4.94 999 1012.9  -1.6   7.1 999.0 99.0 99.00
2002 01 02 02 278 10.3 14.7  2.10  6.25  5.00 999 1013.2  -1.9   7.1 999.0 99.0 99.00
2002 01 02 03 291 10.4 13.1  1.93  6.25  4.82 999 1013.3  -1.9   7.0 999.0 99.0 99.00
2002 01 02 04 295 11.1 13.6  1.93  6.67  4.91 999 1013.3  -2.3   7.0 999.0 99.0 99.00
2002 01 02 05 297 11.1 13.4  1.84  5.88  4.76 999 1013.2  -2.3   7.0 999.0 99.0 99.00
2002 01 02 06 290  9.4 12.1  1.86  6.25  4.76 999 1013.7  -2.2   7.0 999.0 99.0 99.00
2002 01 02 07 270  8.8 12.4  1.78  5.56  4.61 999 1014.2  -2.1   6.7 999.0 99.0 99.00
2002 01 02 08 270  9.5 11.9  1.70  5.56  4.52 999 1014.1  -1.7   6.7 999.0 99.0 99.00
2002 01 02 09 274 10.3 12.9  1.62  5.56  4.42 999 1013.9  -1.5   6.6 999.0 99.0 99.00
2002 01 02 10 282 11.1 13.9  1.89  5.88  4.61 999 1013.7  -0.8   6.6 999.0 99.0 99.00
2002 01 02 11 280 10.3 12.8  1.75  5.88  4.48 999 1014.1   0.1   6.6 999.0 99.0 99.00
2002 01 02 12 280 10.3 12.5  1.92  6.25  4.75 999 1014.7  -0.3   6.6 999.0 99.0 99.00
2002 01 02 13 270  9.1 11.2  2.20  6.67  5.23 999 1015.5  -0.7   6.7 999.0 99.0 99.00
2002 01 02 14 266  9.5 11.0  1.98  6.67  5.04 999 1015.7   0.0   6.7 999.0 99.0 99.00
2002 01 02 15 256  9.5 11.3  1.75  6.67  4.94 999 1015.7   0.1   6.7 999.0 99.0 99.00
2002 01 02 16 270  9.9 11.9  1.87  6.25  4.91 999 1014.9   0.4   6.7 999.0 99.0 99.00
2002 01 02 17 268 10.0 12.3  1.84  7.14  4.95 999 1014.0   0.8   6.7 999.0 99.0 99.00
2002 01 02 18 265  9.5 11.5  1.92  7.14  5.03 999 1013.4   0.9   6.7 999.0 99.0 99.00
2002 01 02 19 256 10.7 12.9  2.03  6.25  5.10 999 1013.5   1.7   6.7 999.0 99.0 99.00
2002 01 02 20 260 10.9 12.7  1.99  6.67  4.98 999 1013.8   2.4   6.7 999.0 99.0 99.00
2002 01 02 21 269 11.7 14.5  2.25  6.67  5.06 999 1013.7   2.9   6.7 999.0 99.0 99.00
2002 01 02 22 276 11.0 13.0  2.26  6.67  5.21 999 1013.7   2.8   6.7 999.0 99.0 99.00
2002 01 02 23 270 11.5 13.6  2.36  6.67  5.18 999 1014.2   3.1   6.8 999.0 99.0 99.00
2002 01 03 00 266 12.1 14.6  2.47  6.67  5.28 999 1014.7   2.8   6.8 999.0 99.0 99.00
2002 01 03 01 271 11.7 13.9  2.69  6.25  5.42 999 1014.8   2.7   7.0 999.0 99.0 99.00
2002 01 03 02 270 11.7 14.5  2.44  6.67  5.32 999 1014.5   2.6   7.0 999.0 99.0 99.00
2002 01 03 03 272 11.6 13.3  2.34  7.14  5.18 999 1014.2   2.4   6.7 999.0 99.0 99.00
2002 01 03 04 271 10.4 12.3  2.31  6.67  5.29 999 1013.4   2.1   6.7 999.0 99.0 99.00
2002 01 03 05 270 11.2 14.1  2.42  6.67  5.32 999 1012.8   2.0   6.7 999.0 99.0 99.00
2002 01 03 06 272 10.7 12.7  2.27  6.67  5.22 999 1012.5   2.0   6.6 999.0 99.0 99.00
2002 01 03 07 275 10.0 11.9  2.16  6.67  5.07 999 1012.6   1.9   6.6 999.0 99.0 99.00
2002 01 03 08 267  9.1 11.3  2.00  6.25  4.96 999 1013.2   2.0   6.6 999.0 99.0 99.00
2002 01 03 09 268  9.3 11.1  1.86  6.67  4.79 999 1013.3   2.0   6.7 999.0 99.0 99.00
2002 01 03 10 268  9.3 11.2  1.74  6.25  4.75 999 1012.5   2.0   6.7 999.0 99.0 99.00
2002 01 03 11 271  9.0 11.0  1.84  6.25  4.83 999 1011.9   2.0   6.7 999.0 99.0 99.00
2002 01 03 12 270  8.8 11.0  1.82  6.25  4.76 999 1012.6   1.8   6.7 999.0 99.0 99.00
2002 01 03 13 263  8.7 10.7  1.74  5.88  4.80 999 1013.2   1.8   7.0 999.0 99.0 99.00
2002 01 03 14 272  8.9 11.1  1.71  5.56  4.76 999 1013.0   1.7   6.8 999.0 99.0 99.00
2002 01 03 15 266  9.1 11.1  1.77  5.88  4.82 999 1012.2   1.6   7.0 999.0 99.0 99.00
2002 01 03 16 270  9.1 11.2  1.79  6.25  4.82 999 1010.5   1.6   6.6 999.0 99.0 99.00
2002 01 03 17 266  9.1 10.7  1.73  6.25  4.71 999 1009.6   1.7   6.6 999.0 99.0 99.00
2002 01 03 18 273  8.4 10.0  1.76  5.88  4.72 999 1008.0   2.0   6.6 999.0 99.0 99.00
2002 01 03 19 285  8.3  9.9  1.61  5.88  4.62 999 1007.9   2.1   6.6 999.0 99.0 99.00
2002 01 03 20 284  8.1 10.5  1.42  5.26  4.40 999 1008.0   2.3   6.6 999.0 99.0 99.00
2002 01 03 21 274  7.5  9.4  1.35  5.56  4.37 999 1008.1   2.3   6.6 999.0 99.0 99.00
2002 01 03 22 292  7.3  9.2  1.24  5.56  4.18 999 1008.0   2.6   6.6 999.0 99.0 99.00
2002 01 03 23 303  8.7 10.6  1.13  5.00  4.02 999 1008.2   2.9   6.6 999.0 99.0 99.00
2002 01 04 00 290  8.5 11.6  1.19  5.00  4.00 999 1008.1   2.5   6.6 999.0 99.0 99.00
2002 01 04 01 288  8.1  9.8  1.16  5.00  3.98 999 1008.0   2.4   6.6 999.0 99.0 99.00
2002 01 04 02 292  9.0 11.0  1.27  5.00  4.14 999 1008.2   2.4   6.6 999.0 99.0 99.00
2002 01 04 03 293  9.1 11.7  1.35  5.26  4.11 999 1007.9   2.4   6.6 999.0 99.0 99.00
2002 01 04 04 300  9.1 11.3  1.26  5.26  4.22 999 1007.2   2.0   6.6 999.0 99.0 99.00
2002 01 04 05 308 11.0 13.8  1.47  5.00  4.24 999 1006.9   1.7   6.6 999.0 99.0 99.00
2002 01 04 06 311 12.1 14.3  1.63  5.26  4.37 999 1006.4   1.2   6.7 999.0 99.0 99.00
2002 01 04 07 313 12.7 16.3  1.84  5.26  4.43 999 1006.5   0.4   6.7 999.0 99.0 99.00
