#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 202 12.6 15.3  1.58  5.56  4.66 219 1016.2   4.9   7.9  -1.0 99.0 99.00
2017 01 01 00 50 193 13.2 16.1  1.95  5.56  4.99 218 1014.7   5.8   8.0   0.8 99.0 99.00
2017 01 01 01 50 194 14.7 17.9  2.41  6.25  5.20 211 1013.4   6.6   8.1   2.1 99.0 99.00
2017 01 01 02 50 188 15.6 19.3  3.00  7.14  5.79 203 1012.1   7.2   8.2   3.2 99.0 99.00
2017 01 01 03 50 190 15.7 18.8  3.11  7.69  5.90 203 1011.0   7.1   8.3   4.3 99.0 99.00
2017 01 01 04 50 202 12.5 16.0  3.36  7.69  6.22 197 1010.5   7.4   8.3   5.4 99.0 99.00
2017 01 01 05 50 217 12.1 16.0  3.02  7.69  5.99 179 1009.4   7.8   8.4   5.8 99.0 99.00
2017 01 01 06 50 218 14.1 18.2  2.89  7.69  5.84 183 1009.8   6.6   8.4   5.0 99.0 99.00
2017 01 01 07 50 231 13.3 15.7  2.91  7.69  5.93 173 1009.8   5.7   8.4   4.3 99.0 99.00
2017 01 01 08 50 228 13.5 16.8  2.69  7.69  5.83 172 1009.4   5.3   8.4   4.0 99.0 99.00
2017 01 01 09 50 228 12.1 14.8  2.35  8.33  5.62 171 1009.4   5.3   8.4   4.3 99.0 99.00
2017 01 01 10 50 231 12.2 15.3  2.64  6.25  5.56 202 1010.1   5.8   8.5   4.4 99.0 99.00
2017 01 01 11 50 232 11.5 14.0  2.48  7.14  5.53 188 1010.9   5.6   8.5   4.4 99.0 99.00
2017 01 01 12 50 235 12.3 14.6  2.56  7.14  5.60 189 1011.5   6.1   8.5   3.9 99.0 99.00
2017 01 01 13 50 237 11.9 14.9  2.58  7.14  5.64 190 1012.0   6.5   8.5   4.0 99.0 99.00
2017 01 01 14 50 242 12.4 14.6  2.36  6.67  5.41 202 1013.0   6.8   8.5   3.5 99.0 99.00
2017 01 01 15 50 249 13.3 16.1  2.43  7.14  5.41 198 1013.2   6.4   8.5   1.6 99.0 99.00
2017 01 01 16 50 263 13.8 16.7  2.42  7.14  5.71 204 1013.8   5.9   8.4   0.9 99.0 99.00
2017 01 01 17 50 271 12.9 15.1  2.34  6.67  5.42 210 1014.5   5.9   8.4   0.1 99.0 99.00
2017 01 01 18 50 262 12.8 15.0  2.12  6.25  5.35 229 1015.7   6.0   8.4  -0.9 99.0 99.00
2017 01 01 19 50 274 12.2 14.9  2.42  6.67  5.48 213 1017.1   6.2   8.3  -2.1 99.0 99.00
2017 01 01 20 50 269 12.3 14.9  2.33  6.25  5.33 228 1018.6   6.4   8.3  -2.6 99.0 99.00
2017 01 01 21 50 279 10.9 13.0  2.25  6.67  5.27 224 1020.7   6.3   8.2  -3.7 99.0 99.00
2017 01 01 22 50 269 10.3 12.7  1.96  5.88  5.12 250 1022.7   6.3   8.1  -2.6 99.0 99.00
2017 01 01 23 50 281  9.3 12.9  1.90  5.56  5.00 242 1024.3   6.0   8.1  -3.1 99.0 99.00
2017 01 02 00 50 291  9.3 11.5  1.85  5.56  5.13 235 1025.6   5.3   8.1  -2.7 99.0 99.00
2017 01 02 01 50 289 10.9 13.4  1.88  5.88  4.92 228 1026.8   4.9   8.0  -3.4 99.0 99.00
2017 01 02 02 50 292 10.8 13.5  1.82  5.56  4.87 238 1027.9   4.0   8.0  -4.5 99.0 99.00
2017 01 02 03 50 291 11.0 13.2  2.01  5.26  5.00 273 1028.9   3.9   8.0  -4.6 99.0 99.00
2017 01 02 04 50 297 11.6 13.5  1.84  5.26  4.81 279 1029.4   3.8   7.9  -4.8 99.0 99.00
