YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 03 19 00 231  4.4  5.4   .92  4.76  3.85 999 1026.7   2.1   3.2 999.0 99.0
98 03 19 01 193  4.9  5.5   .89  4.00  3.98 999 1025.9   2.1   3.2 999.0 99.0
98 03 19 02 177  4.6  5.3   .80  4.55  4.04 999 1025.7   2.1   3.2 999.0 99.0
98 03 19 03 154  4.0  4.5   .77  4.35  4.03 999 1025.2   1.6   3.1 999.0 99.0
98 03 19 04 133  4.9  5.6   .71  4.00  4.06 999 1024.2   1.6   3.1 999.0 99.0
98 03 19 05 100  5.1  6.1   .61  4.00  3.87 999 1023.6   1.6   3.1 999.0 99.0
98 03 19 06  70  6.5  7.7   .54  3.85  3.83 999 1022.7   1.7   3.1 999.0 99.0
98 03 19 07  84  7.8  9.0   .62  2.86  3.37 999 1021.9   1.6   3.1 999.0 99.0
98 03 19 08  84  8.3  9.9   .79  3.33  3.50 999 1020.6   2.0   3.1 999.0 99.0
98 03 19 09  83  9.0 11.3  1.01  3.70  3.79 999 1020.3   2.1   3.1 999.0 99.0
98 03 19 10  82  8.4 10.7  1.12  4.00  3.98 999 1020.2   2.1   3.1 999.0 99.0
98 03 19 11  78  8.7 10.4  1.30  4.35  4.10 999 1019.1   2.3   3.1 999.0 99.0
98 03 19 12  80  9.9 11.9  1.52  5.00  4.31 999 1018.2   2.4   3.1 999.0 99.0
98 03 19 13  76 10.3 12.2  1.59  5.00  4.33 999 1017.7   2.4   3.1 999.0 99.0
98 03 19 14  72  8.1  9.8  1.71  5.56  4.51 999 1018.8   2.4   3.1 999.0 99.0
98 03 19 15  68  7.7  9.0  1.71  5.88  4.71 999 1018.8   2.4   3.1 999.0 99.0
98 03 19 16  68  8.1  9.9  1.79  6.25  4.86 999 1017.6   2.4   3.2 999.0 99.0
98 03 19 17  66  8.3 10.6  1.77  6.25  4.84 999 1016.8   2.4   3.1 999.0 99.0
98 03 19 18  72 10.5 12.6  2.05  6.25  4.91 999 1014.9   2.4   3.1 999.0 99.0
98 03 19 19  70  8.6 10.4  1.96  6.25  5.03 999 1014.8   2.5   3.1 999.0 99.0
98 03 19 20  54  9.5 11.3  2.01  6.25  5.14 999 1014.1   2.5   3.2 999.0 99.0
98 03 19 21  63  9.8 12.3  2.07  7.14  5.18 999 1013.3   2.7   3.2 999.0 99.0
98 03 19 22  61  9.4 11.3  2.00  7.14  5.20 999 1013.2   2.8   3.2 999.0 99.0
98 03 19 23  50  9.8 11.9  2.11  6.67  5.09 999 1013.1   2.8   3.2 999.0 99.0
98 03 20 00  48  9.9 12.3  2.12  7.14  5.23 999 1012.7   2.8   3.2 999.0 99.0
98 03 20 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 03 20 02  45 11.4 13.8  2.60  7.69  5.54 999 1010.7   2.5   3.2 999.0 99.0
98 03 20 03  45 10.5 13.0  2.67  7.69  5.57 999 1010.5   2.5   3.1 999.0 99.0
98 03 20 04  40 11.0 13.3  2.47  7.69  5.51 999 1009.8   2.4   3.1 999.0 99.0
98 03 20 05  41  9.6 11.8  2.38  6.67  5.50 999 1009.6   2.4   3.1 999.0 99.0
98 03 20 06  31  8.7 10.0  2.46  7.69  5.53 999 1009.5   2.4   3.1 999.0 99.0
98 03 20 07  17  8.7 10.3  2.45  7.14  5.57 999 1008.8   2.4   3.1 999.0 99.0
98 03 20 08  24  9.7 11.9  2.41  7.14  5.53 999 1007.7   2.4   3.1 999.0 99.0
98 03 20 09  18  9.4 11.2  2.22  7.14  5.42 999 1007.8   2.3   3.1 999.0 99.0
98 03 20 10  17  7.8  9.9  2.25  7.14  5.42 999 1009.3   2.1   3.1 999.0 99.0
98 03 20 11   5  8.4 10.0  2.29  7.69  5.66 999 1009.7   2.1   3.1 999.0 99.0
98 03 20 12   5  8.8 10.4  2.37  7.69  5.68 999 1010.2   2.1   3.1 999.0 99.0
98 03 20 13   8  9.1 11.4  2.34  8.33  5.71 999 1010.5   2.1   3.1 999.0 99.0
98 03 20 14  14  8.9 10.4  2.27  8.33  5.63 999 1011.2   2.1   3.1 999.0 99.0
98 03 20 15  17 10.3 11.9  2.23  7.14  5.48 999 1011.0   1.7   3.1 999.0 99.0
98 03 20 16  10  9.9 12.1  2.30  7.14  5.35 999 1011.2   1.3   3.1 999.0 99.0
98 03 20 17   8 10.0 11.9  2.35  6.67  5.39 999 1010.9   1.3   3.1 999.0 99.0
98 03 20 18  12  9.5 11.6  2.26 10.00  5.48 999 1010.9   1.2   3.1 999.0 99.0
98 03 20 19  16  9.8 11.7  2.17  7.14  5.32 999 1010.9   1.2   3.1 999.0 99.0
98 03 20 20  20  9.1 10.5  2.25  6.25  5.43 999 1011.6   1.2   3.1 999.0 99.0
98 03 20 21  16  8.7 10.2  2.25  7.14  5.44 999 1012.3   1.2   3.1 999.0 99.0
98 03 20 22  13  9.6 11.7  2.33  8.33  5.63 999 1012.5   1.0   3.1 999.0 99.0
98 03 20 23  20  9.7 12.4  2.52 10.00  5.82 999 1013.0   1.0   3.1 999.0 99.0
98 03 21 00  24 10.2 12.2  2.74 10.00  6.23 999 1013.4    .9   3.1 999.0 99.0
98 03 21 01  19 11.1 13.7  2.49 10.00  5.80 999 1013.5    .9   3.1 999.0 99.0
98 03 21 02  20 10.3 13.4  2.44 10.00  5.70 999 1014.3    .8   3.0 999.0 99.0
98 03 21 03  24 11.1 13.5  2.30  6.67  5.51 999 1014.3    .8   3.1 999.0 99.0
98 03 21 04  28 10.6 13.1  2.51  5.88  5.66 999 1014.3    .5   2.9 999.0 99.0
98 03 21 05  27 10.1 12.0  2.69 12.50  6.05 999 1014.7    .4   2.9 999.0 99.0
98 03 21 06  32 11.5 13.9  2.79 12.50  6.07 999 1013.3    .4   2.9 999.0 99.0
98 03 21 07  40 11.9 14.4  3.16 11.11  6.49 999 1013.1    .1   2.9 999.0 99.0
98 03 21 08  31 12.3 15.3  3.27 11.11  6.66 999 1012.4    .0   3.1 999.0 99.0
98 03 21 09  35 12.4 15.1  3.24 12.50  6.41 999 1012.5    .0   2.9 999.0 99.0
98 03 21 10  35 12.3 14.9  3.31 11.11  6.53 999 1013.2    .0   3.0 999.0 99.0
98 03 21 11  42 12.7 16.2  3.55 11.11  6.50 999 1013.2    .0   3.1 999.0 99.0
98 03 21 12  40 13.0 15.9  3.74 12.50  6.84 999 1012.7    .0   3.1 999.0 99.0
98 03 21 13  39 13.1 15.8  3.53 12.50  6.51 999 1013.0    .1   3.1 999.0 99.0
98 03 21 14  44 12.6 16.0  3.41  7.69  6.18 999 1013.4    .2   3.1 999.0 99.0
98 03 21 15  40 12.8 15.2  3.27  8.33  6.21 999 1012.7    .5   3.1 999.0 99.0
98 03 21 16  49 12.6 15.2  3.06  7.69  6.05 999 1012.5    .5   3.1 999.0 99.0
98 03 21 17  49 13.2 16.2  3.03  7.69  6.04 999 1011.3    .4   3.1 999.0 99.0
98 03 21 18  55 13.1 16.4  3.07  6.67  5.95 999 1010.5    .5   2.9 999.0 99.0
98 03 21 19  50 12.3 15.0  3.21  8.33  6.13 999 1010.1    .4   3.0 999.0 99.0
98 03 21 20  53 11.1 13.9  3.47  9.09  6.24 999 1010.2    .4   2.9 999.0 99.0
98 03 21 21  53 13.2 16.8  3.30 10.00  6.27 999 1009.2    .4   2.9 999.0 99.0
98 03 21 22  46 13.9 16.3  3.47  9.09  6.34 999 1008.1    .1   2.9 999.0 99.0
98 03 21 23  49 13.5 16.7  3.50 10.00  6.45 999 1007.5    .3   3.1 999.0 99.0
98 03 22 00  52 14.4 17.8  4.36  9.09  6.76 999 1006.9    .5   3.1 999.0 99.0
