#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 12 31 23 50 134  1.2  2.2  0.86  5.26  4.59 102 1020.5  20.9  22.3  15.5 99.0 99.00
2013 01 01 00 50 162  2.4  3.0  0.85  5.56  4.62  96 1020.6  21.3  22.4  15.5 99.0 99.00
2013 01 01 01 50  93  3.5  4.8  0.92  5.56  4.76 103 1020.6  20.7  22.4  16.9 99.0 99.00
2013 01 01 02 50 149  6.7  7.8  0.90  5.26  4.65  87 1020.0  21.5  22.4  17.2 99.0 99.00
2013 01 01 03 50 158  7.3  8.5  1.00  5.56  4.57 107 1019.7  21.7  22.4  18.0 99.0 99.00
2013 01 01 04 50 157  8.7  9.7  1.06  5.56  4.61 117 1019.2  21.7  22.4  18.1 99.0 99.00
2013 01 01 05 50 163  9.2 10.9  1.20  5.88  4.56 103 1018.9  21.7  22.3  18.4 99.0 99.00
2013 01 01 06 50 164 10.0 11.9  1.33  6.25  4.62 108 1018.1  21.8  22.2  18.7 99.0 99.00
2013 01 01 07 50 165 10.1 11.7  1.41  5.88  4.67 106 1017.6  21.8  22.1  19.0 99.0 99.00
2013 01 01 08 50 159  9.9 11.5  1.46  5.88  4.82 109 1017.4  21.8  22.2  19.0 99.0 99.00
2013 01 01 09 50 165  9.6 11.4  1.44  6.25  4.77 117 1017.0  22.0  22.3  19.3 99.0 99.00
2013 01 01 10 50 162  9.8 11.4  1.49  6.25  4.94 114 1016.2  22.0  22.4  19.7 99.0 99.00
2013 01 01 11 50 168 11.1 13.0  1.46  6.25  4.73 133 1015.7  22.1  22.4  19.8 99.0 99.00
2013 01 01 12 50 167 10.9 13.0  1.56  5.88  4.77 130 1016.0  22.2  22.3  19.7 99.0 99.00
2013 01 01 13 50 175  9.8 11.9  1.51  6.67  4.80 127 1016.4  22.5  22.3  20.2 99.0 99.00
2013 01 01 14 50 177  9.1 10.9  1.51  6.25  4.84 135 1016.8  22.5  22.1  20.6 99.0 99.00
2013 01 01 15 50 176 10.8 12.5  1.51  6.25  4.70 137 1016.6  22.5  22.1  21.0 99.0 99.00
2013 01 01 16 50 183  8.4 10.3  1.48  6.25  4.67 144 1016.7  22.5  22.2  21.7 99.0 99.00
2013 01 01 17 50 198  7.3  8.5  1.46  6.25  4.95 140 1016.0  22.7  22.2  22.5 99.0 99.00
2013 01 01 18 50 202  5.8  6.6  1.40  6.25  5.04 135 1014.8  22.6  22.2  22.6 99.0 99.00
2013 01 01 19 50 214  5.0  5.9  1.40  6.25  5.08 134 1014.3  22.7  22.3  22.7 99.0 99.00
2013 01 01 20 50 205  6.0  6.9  1.33  6.25  5.02 139 1013.7  22.7  22.4  22.7 99.0 99.00
2013 01 01 21 50 207  5.9  6.9  1.14  5.56  4.80 126 1013.9  22.8  22.6  22.8 99.0 99.00
2013 01 01 22 50 205  5.9  6.7  1.12  5.56  4.80 109 1014.1  22.7  22.6  22.7 99.0 99.00
2013 01 01 23 50 204  6.6  7.7  1.23  5.56  4.90 120 1014.0  22.6  22.5  22.6 99.0 99.00
2013 01 02 00 50 213  7.4  8.6  1.06  5.56  4.50 125 1014.4  22.6  22.5  22.6 99.0 99.00
2013 01 02 01 50 215  7.1  8.3  1.08  5.26  4.68 124 1014.6  22.7  22.4  22.7 99.0 99.00
2013 01 02 02 50 218  7.1  8.0  1.04  5.00  4.40 136 1014.7  22.6  22.4  22.6 99.0 99.00
2013 01 02 03 50 220  6.9  7.7  1.04  5.00  4.39 160 1014.8  22.6  22.3  22.6 99.0 99.00
2013 01 02 04 50 227  6.5  7.7  1.06  5.88  4.55 146 1014.9  22.7  22.4  22.7 99.0 99.00
2013 01 02 05 50 324  5.9  6.7  1.03  7.69  4.84 159 1014.7  20.3  21.6  20.3 99.0 99.00
2013 01 02 06 50 341  6.1  7.0  0.95  7.14  4.74 156 1014.6  19.6  21.0  19.6 99.0 99.00
2013 01 02 07 50 355  6.5  7.8  0.94  6.67  4.58 151 1014.9  18.9  20.8  18.9 99.0 99.00
2013 01 02 08 50   5  8.4  9.6  1.02  7.69  4.52 150 1015.1  17.9  20.9  17.9 99.0 99.00
2013 01 02 09 50   7  9.3 11.1  1.08  4.00  4.22 999 1015.2  16.6  21.0  16.6 99.0 99.00
2013 01 02 10 50  23  9.8 11.3  1.34  4.35  4.36 999 1015.4  15.9  21.1  15.9 99.0 99.00
2013 01 02 11 50  14 10.1 11.6  1.45  5.00  4.68 348 1015.9  16.1  21.1  16.1 99.0 99.00
2013 01 02 12 50  13  9.9 11.4  1.44  5.56  4.72   6 1016.8  15.0  21.2  15.0 99.0 99.00
2013 01 02 13 50  18  9.1 10.6  1.50  6.25  4.77  26 1017.5  15.4  21.3  15.4 99.0 99.00
2013 01 02 14 50  20  9.0 11.2  1.48  5.56  4.78   7 1018.5  15.2  21.3  15.2 99.0 99.00
2013 01 02 15 50  20  9.0 10.4  1.46  5.88  4.92   5 1018.9  15.1  21.3  15.1 99.0 99.00
2013 01 02 16 50  26  8.2 10.0  1.48  5.56  4.80   5 1018.6  15.0  21.2  15.0 99.0 99.00
2013 01 02 17 50  21  7.6  9.2  1.43  5.26  4.83  12 1017.9  15.0  21.2  15.0 99.0 99.00
2013 01 02 18 50  24  8.0  9.4 99.00 99.00 99.00 999 1017.3  14.4  21.0  13.8 99.0 99.00
2013 01 02 19 50  12  8.4  9.6  1.30  5.00  4.70   6 1016.9  14.0  20.9  14.0 99.0 99.00
2013 01 02 20 50  12  8.0 10.0  1.29  5.26  4.61  22 1017.2  14.2  20.9  14.2 99.0 99.00
2013 01 02 21 50  20  9.3 11.3  1.25  5.00  4.68  19 1017.0  14.2  21.0  14.2 99.0 99.00
2013 01 02 22 50 359 10.3 12.0  1.18  5.26  4.49  28 1018.2  14.3  20.9  14.3 99.0 99.00
2013 01 02 23 50   1  9.9 11.7  1.27  4.76  4.30 999 1018.9  14.1  21.0  14.1 99.0 99.00
2013 01 03 00 50  28  8.0 10.1  1.31  5.00  4.37  20 1018.7  14.2  21.0  14.2 99.0 99.00
2013 01 03 01 50  19  7.9  9.7  1.19  4.76  4.29 999 1019.3  14.4  21.0  13.9 99.0 99.00
2013 01 03 02 50  11  8.9 10.6  1.07  4.55  4.24 999 1019.7  14.3  21.0  13.2 99.0 99.00
2013 01 03 03 50  22 10.2 12.3  1.16  4.76  4.22 999 1018.9  14.4  21.0  13.7 99.0 99.00
2013 01 03 04 50  10  8.8 10.6  1.22  4.76  4.25 999 1020.3  13.8  20.9  13.2 99.0 99.00
2013 01 03 05 50  16  9.0 10.5  1.30  5.26  4.47   1 1020.0  13.7  20.8  13.1 99.0 99.00
2013 01 03 06 50   6 10.0 12.2  1.27  5.56  4.37   9 1020.3  13.4  20.8  12.9 99.0 99.00
2013 01 03 07 50   4 10.3 12.7  1.22  5.56  4.46  16 1020.3  12.1  20.7  11.9 99.0 99.00
2013 01 03 08 50  32  9.4 11.4  1.29  5.26  4.37  10 1019.9  12.1  20.6  12.1 99.0 99.00
2013 01 03 09 50  35  8.7 10.7  1.28  5.56  4.35  11 1020.5  12.4  20.5  12.4 99.0 99.00
2013 01 03 10 50  19  9.2 10.7  1.25  5.00  4.37   4 1020.4  12.8  20.3  12.8 99.0 99.00
2013 01 03 11 50  17  9.6 11.7  1.28  5.56  4.40  18 1021.1  12.8  20.2  12.8 99.0 99.00
2013 01 03 12 50  18  9.9 11.6  1.21  5.26  4.30  26 1021.1  12.7  20.3  12.7 99.0 99.00
2013 01 03 13 50  14 10.5 12.2  1.23  5.26  4.38  27 1021.7  12.6  20.3  12.6 99.0 99.00
2013 01 03 14 50  14 10.7 13.2  1.34  5.00  4.41  20 1022.6  12.2  20.3  12.2 99.0 99.00
2013 01 03 15 50  14 10.4 12.3  1.55  5.56  4.59  29 1023.2  11.5  20.4  11.5 99.0 99.00
2013 01 03 16 50  13 10.2 13.2  1.65  5.56  4.69  17 1023.1  12.1  20.4  11.7 99.0 99.00
2013 01 03 17 50  16 10.1 11.6  1.57  5.88  4.79  16 1022.3  11.9  20.5  11.6 99.0 99.00
2013 01 03 18 50  16  9.8 12.2  1.51  5.88  4.86  13 1021.8  12.1  20.6  10.7 99.0 99.00
2013 01 03 19 50  13 10.2 12.1  1.53  5.56  4.78  18 1021.6  11.9  20.7  10.3 99.0 99.00
2013 01 03 20 50  16 10.8 13.6  1.48  5.56  4.72  17 1021.8  11.7  20.8  10.0 99.0 99.00
2013 01 03 21 50  17 10.1 12.0  1.40  5.56  4.57  18 1022.7  11.9  21.0   9.8 99.0 99.00
2013 01 03 22 50  22 10.2 12.6  1.45  5.56  4.58  19 1023.1  11.8  21.0   9.3 99.0 99.00
