YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
96 01 01 00 339  6.6  7.6  1.30  4.35  4.41 999 1006.9  18.3  19.9  16.0 99.0
96 01 01 01 348  6.3  7.5  1.08  7.69  4.53 999 1007.0  19.0  20.1  15.4 99.0
96 01 01 02  27  4.4  5.7  1.03  7.69  4.68 999 1006.7  19.0  21.1  15.4 99.0
96 01 01 03  73  5.3  6.0  1.02  7.69  5.27 999 1006.6  19.5  21.2  16.1 99.0
96 01 01 04  66  4.2  5.1   .97  7.14  5.40 999 1007.1  19.9  21.2  16.2 99.0
96 01 01 05  63  3.8  4.6   .97  7.14  5.47 999 1006.3  19.8  21.2  16.3 99.0
96 01 01 06 100  4.4  5.4  1.14  7.14  5.58 999 1005.6  20.3  21.2  16.9 99.0
96 01 01 07 131  5.0  6.0  1.07  6.67  5.47 999 1005.1  20.2  21.2  18.4 99.0
96 01 01 08 119  7.9  9.6  1.09  6.67  5.40 999 1004.1  19.9  21.2  18.1 99.0
96 01 01 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 10 128  6.1  7.2  1.04  6.25  4.74 999 1004.2  20.4  21.2  18.4 99.0
96 01 01 11 122  6.5  7.8  1.02  5.88  4.57 999 1004.0  20.4  21.4  18.6 99.0
96 01 01 12 129  7.0  8.4  1.09  7.14  4.53 999 1003.5  20.4  21.2  18.7 99.0
96 01 01 13 136  7.9  9.7  1.15  5.88  4.56 999 1003.3  20.6  21.2  19.2 99.0
96 01 01 14 143  8.8 10.4  1.14  5.56  4.27 999 1003.2  20.7  21.1  19.4 99.0
96 01 01 15 238  4.6  8.2  1.15  5.26  4.48 999 1004.9  19.1  20.8  17.3 99.0
96 01 01 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 17 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
96 01 01 19 147  1.8  2.3  1.10  5.00  4.93 999 1000.7  21.5  21.4  20.6 99.0
96 01 01 20 180  3.5  4.4  1.03  6.25  5.02 999 1000.1  21.9  21.4  21.1 99.0
